unixtime,time,ppfdred1_3,ppfdblue1_3,ppfd1_3,ppfdred2_3,ppfdblue2_3,ppfd2_3,ppfdred3_3,ppfdblue3_3,ppfd3_3,ppfdred4_3,ppfdblue4_3,ppfd4_3,ppfdred5_3,ppfdblue5_3,ppfd5_3,ppfdred6_3,ppfdblue6_3,ppfd6_3,ppfdred7_3,ppfdblue7_3,ppfd7_3,temp_1_3,humd_1_3,temp_2_3,humd_2_3,temp_3_3,humd_3_3,tmp1_3,tmp2_3,tmp3_3,ec_3,ph_3,watertemp_3,waterlevel_3
1533614400,07-08-18 12:00,101.5,27.416666666666668,128.91666666666666,1.0,1.0,2.0,126.0,52.416666666666664,178.41666666666666,123.5,48.25,171.75,0.0,0.0,0.0,103.08333333333333,45.916666666666664,149.0,0.0,0.0,0.0,23.18333339691162,91.25833320617676,23.37499984105428,64.25833320617676,23.049999872843426,67.63333320617676,,30.583333333333332,22.6875,6.629618348457153,1762.618075056245,23.187250000000002,1.0
1533628800,07-08-18 16:00,98.91666666666667,29.0,127.91666666666667,1.0,1.0,2.0,123.66666666666667,53.583333333333336,177.25,121.5,49.666666666666664,171.16666666666666,0.0,0.0,0.0,99.91666666666667,48.833333333333336,148.75,0.0,0.0,0.0,24.433333079020183,89.64166577657063,24.949999809265137,62.35833295186361,24.516666730244953,65.78333346048991,,34.208333333333336,22.6875,6.663951821739616,1733.6049494848755,24.24966666666667,1.0
1533643200,07-08-18 20:00,99.0,29.0,128.0,1.0,1.0,2.0,123.72727272727273,53.0,176.72727272727272,120.81818181818181,49.0,169.8181818181818,0.0,0.0,0.0,98.9090909090909,47.27272727272727,146.1818181818182,0.0,0.0,0.0,24.545454718849875,85.23636419122869,25.009090943769976,59.68181748823686,24.5,63.599999861283735,,34.30681818181818,22.6875,6.670268573451435,1760.6649148409479,24.755636363636366,1.0
1533657600,08-08-18 00:00,99.0,29.0,128.0,1.0,1.0,2.0,123.72727272727273,53.0,176.72727272727272,120.81818181818181,49.0,169.8181818181818,0.0,0.0,0.0,98.9090909090909,47.27272727272727,146.1818181818182,0.0,0.0,0.0,24.545454718849875,85.23636419122869,25.009090943769976,59.68181748823686,24.5,63.599999861283735,,34.30681818181818,22.6875,6.670268573451435,1760.6649148409479,24.755636363636366,1.0
1533672000,08-08-18 04:00,99.0,29.0,128.0,1.0,1.0,2.0,123.72727272727273,53.0,176.72727272727272,120.81818181818181,49.0,169.8181818181818,0.0,0.0,0.0,98.9090909090909,47.27272727272727,146.1818181818182,0.0,0.0,0.0,24.545454718849875,85.23636419122869,25.009090943769976,59.68181748823686,24.5,63.599999861283735,,34.30681818181818,22.6875,6.670268573451435,1760.6649148409479,24.755636363636366,1.0
1533686400,08-08-18 08:00,99.0,29.0,128.0,1.0,1.0,2.0,123.72727272727273,53.0,176.72727272727272,120.81818181818181,49.0,169.8181818181818,0.0,0.0,0.0,98.9090909090909,47.27272727272727,146.1818181818182,0.0,0.0,0.0,24.545454718849875,85.23636419122869,25.009090943769976,59.68181748823686,24.5,63.599999861283735,,34.30681818181818,22.6875,6.670268573451435,1760.6649148409479,24.755636363636366,1.0
1533700800,08-08-18 12:00,113.66666666666667,58.22222222222222,171.88888888888889,137.11111111111111,84.66666666666667,221.77777777777777,142.55555555555554,98.0,240.55555555555554,140.55555555555554,89.77777777777777,230.33333333333334,126.44444444444444,78.22222222222223,204.66666666666666,112.33333333333333,87.0,199.33333333333334,140.55555555555554,88.11111111111111,228.66666666666666,23.644444783528645,87.39999898274739,23.833333333333332,61.366666581895615,23.633333206176758,64.25555674235027,,35.861111111111114,22.6875,6.79396677286228,1783.9601734933003,23.228777777777776,1.0
1533715200,08-08-18 16:00,128.0,38.0,166.0,156.0909090909091,62.0,218.0909090909091,161.0,69.54545454545455,230.54545454545453,158.1818181818182,66.36363636363636,224.54545454545453,143.0,54.54545454545455,197.54545454545453,126.9090909090909,63.72727272727273,190.63636363636363,159.0,62.0,221.0,25.23636384443803,82.07272685657848,25.672727931629527,57.27272761951793,25.081818493929777,61.118181402033024,,39.07386363636363,22.6875,6.826878141240681,1754.518238260912,24.982727272727274,1.0
1533729600,08-08-18 20:00,127.0,38.0,165.0,156.0,62.72727272727273,218.72727272727272,160.0,70.0909090909091,230.0909090909091,158.0,64.9090909090909,222.9090909090909,142.0,54.72727272727273,196.72727272727272,126.0,63.90909090909091,189.9090909090909,158.0,63.0,221.0,25.627273212779652,77.88181859796697,26.027272831309926,55.436363913796164,25.3545448996804,59.172727064652875,,39.38068181818182,22.6875,6.825455879224918,1745.781039437001,25.71,1.0
1533744000,09-08-18 00:00,130.27272727272728,36.90909090909091,167.1818181818182,157.0,61.54545454545455,218.54545454545453,163.36363636363637,68.18181818181819,231.54545454545453,160.36363636363637,64.45454545454545,224.8181818181818,145.1818181818182,53.0,198.1818181818182,129.45454545454547,62.09090909090909,191.54545454545453,161.1818181818182,60.90909090909091,222.0909090909091,25.000000520185992,80.0909097844904,25.2272725538774,57.0,24.736363671042703,60.16363664106889,,35.82386363636363,22.6875,6.8070112801914835,1755.1989455770383,25.312,1.0
1533758400,09-08-18 04:00,127.0,37.81818181818182,164.8181818181818,156.0,62.45454545454545,218.45454545454547,160.0,69.36363636363636,229.36363636363637,157.0,65.36363636363636,222.36363636363637,142.0,54.36363636363637,196.36363636363637,127.0,63.90909090909091,190.9090909090909,158.0,62.27272727272727,220.27272727272728,25.181818875399504,78.89999944513494,25.79999923706055,55.36363636363637,25.16363698785955,58.936363913796164,,38.65340909090909,22.6875,6.78938927720946,1753.3991330029849,25.5,1.0
1533772800,09-08-18 08:00,126.0,37.0,163.0,156.0,61.36363636363637,217.36363636363637,159.0,68.0909090909091,227.0909090909091,155.0,63.90909090909091,218.9090909090909,140.0,52.27272727272727,192.27272727272728,126.0,61.63636363636363,187.63636363636363,156.0,61.09090909090909,217.0909090909091,24.581818493929777,80.62727217240767,25.245454614812676,56.263636502352625,24.545454718849875,59.98181776566939,,37.92045454545455,22.6875,6.757014152244904,1766.8989042053754,24.93163636363636,1.0
1533787200,09-08-18 12:00,130.36363636363637,36.36363636363637,166.72727272727272,157.0,61.90909090909091,218.9090909090909,162.8181818181818,67.81818181818181,230.63636363636363,159.72727272727272,63.90909090909091,223.63636363636363,144.72727272727272,52.09090909090909,196.8181818181818,130.0909090909091,61.45454545454545,191.54545454545453,160.27272727272728,60.81818181818182,221.0909090909091,23.62727269259366,85.85454489968039,23.781818216497246,59.94545468417081,23.5,63.34545482288707,,34.78409090909091,22.6875,6.747815602231944,1784.5503559287617,23.579181818181816,1.0
1533801600,09-08-18 16:00,126.45454545454545,38.0,164.45454545454547,155.9090909090909,62.0,217.9090909090909,159.0,68.9090909090909,227.9090909090909,156.0,65.0,221.0,141.0,54.63636363636363,195.63636363636363,126.0,63.0,189.0,156.36363636363637,62.0,218.36363636363637,25.036363775079902,80.93636460737748,25.309090180830523,56.6000002080744,24.963636224920098,59.84545412930575,,38.74431818181818,22.6875,6.775300790389219,1751.4475131507288,24.86909090909091,1.0
1533816000,09-08-18 20:00,126.0,38.0,164.0,155.0,61.916666666666664,216.91666666666666,158.0,69.0,227.0,155.25,65.08333333333333,220.33333333333334,141.0,54.25,195.25,125.75,63.25,189.0,156.0,62.083333333333336,218.08333333333334,25.433333079020183,79.47500101725261,25.6833340326945,55.92500019073486,25.29999923706055,59.0,,39.109375,22.6875,6.78311946525239,1750.074952273035,25.51541666666667,1.0
1533830400,10-08-18 00:00,129.33333333333334,36.416666666666664,165.75,156.33333333333334,61.333333333333336,217.66666666666666,161.5,67.41666666666667,228.91666666666666,158.25,63.416666666666664,221.66666666666666,143.91666666666666,52.666666666666664,196.58333333333334,129.41666666666666,61.166666666666664,190.58333333333334,158.75,61.0,219.75,24.766666571299236,82.76666641235352,24.88333336512248,57.7416664759318,24.549999872843426,60.73333326975504,,35.119791666666664,22.6875,6.748368206230086,1765.8871716912765,25.125,1.0
1533844800,10-08-18 04:00,126.0,37.833333333333336,163.83333333333334,155.0,61.833333333333336,216.83333333333334,158.0,69.33333333333333,227.33333333333334,154.25,65.41666666666667,219.66666666666666,140.0,54.75,194.75,126.0,62.75,188.75,155.0,62.166666666666664,217.16666666666666,25.016666730244953,80.94166692097981,25.575000286102295,56.18333307902018,24.891666253407795,60.22500038146973,,38.645833333333336,22.6875,6.72939621746604,1754.9468173649555,25.343500000000002,1.0
1533859200,10-08-18 08:00,125.0,36.75,161.75,155.0,61.166666666666664,216.16666666666666,157.0,67.58333333333333,224.58333333333334,152.0,64.66666666666667,216.66666666666666,138.0,52.083333333333336,190.08333333333334,125.08333333333333,61.333333333333336,186.41666666666666,153.0,61.333333333333336,214.33333333333334,24.424999713897705,83.53333346048991,25.02500009536743,57.3666664759318,24.416666348775227,61.10833263397217,,37.770833333333336,22.6875,6.692057003080105,1774.5825012543667,24.78616666666667,1.0
1533873600,10-08-18 12:00,128.75,36.0,164.75,156.25,61.083333333333336,217.33333333333334,159.83333333333334,67.75,227.58333333333334,156.66666666666666,64.08333333333333,220.75,142.75,52.416666666666664,195.16666666666666,129.0,60.916666666666664,189.91666666666666,156.83333333333334,61.583333333333336,218.41666666666666,23.59166669845581,88.46666717529297,23.69166644414266,61.32500044504801,23.53333346048991,64.56666628519694,,34.567708333333336,22.6875,6.6545863229051365,1770.1640095166747,23.551916666666667,1.0
1533888000,10-08-18 16:00,124.81818181818181,37.0,161.8181818181818,154.0,62.0,216.0,156.0,68.72727272727273,224.72727272727272,153.0,64.54545454545455,217.54545454545453,138.54545454545453,53.63636363636363,192.1818181818182,125.0,62.27272727272727,187.27272727272728,153.0,62.45454545454545,215.45454545454547,25.045454718849875,82.98181915283203,25.22727290066806,57.845454476096414,25.01818188753995,60.71818161010742,,38.83522727272727,22.6875,6.670799542472519,1751.6819589355966,24.903272727272725,1.0
1533902400,10-08-18 20:00,124.0,37.0,161.0,153.0,62.09090909090909,215.0909090909091,155.0,69.18181818181819,224.1818181818182,152.0,65.0,217.0,138.0,53.90909090909091,191.9090909090909,124.0,62.09090909090909,186.0909090909091,152.0,62.18181818181818,214.1818181818182,25.399999618530273,79.86363636363636,25.55454566261985,56.74545461481268,25.390908674760297,59.81818216497248,,39.14204545454545,22.6875,6.658698273574924,1745.396912655062,25.550818181818183,1.0
1533916800,11-08-18 00:00,126.72727272727273,36.09090909090909,162.8181818181818,155.0,60.54545454545455,215.54545454545453,157.36363636363637,67.36363636363636,224.72727272727272,154.1818181818182,63.81818181818182,218.0,140.63636363636363,53.09090909090909,193.72727272727272,127.45454545454545,61.18181818181818,188.63636363636363,153.9090909090909,61.27272727272727,215.1818181818182,24.754545211791992,83.20000110973011,24.83636370572177,58.427272449840196,24.64545440673828,61.254545038396664,,35.6875,22.6875,6.628360167136737,1745.1233454454755,25.11927272727273,1.0
1533931200,11-08-18 04:00,124.0,36.90909090909091,160.9090909090909,153.0,61.72727272727273,214.72727272727272,154.0,69.0,223.0,151.0,64.81818181818181,215.8181818181818,137.0,54.0,191.0,124.0,61.63636363636363,185.63636363636363,151.0,62.36363636363637,213.36363636363637,24.936363393610176,83.30000027743253,25.399999618530273,57.400000138716265,24.872726787220348,60.990908882834695,,38.61931818181818,22.6875,6.5976879166313465,1762.0181206022883,25.312,1.0
1533945600,11-08-18 08:00,123.0,36.0,159.0,153.0,60.81818181818182,213.8181818181818,153.0,67.63636363636364,220.63636363636363,149.0,64.45454545454545,213.45454545454547,135.0,51.90909090909091,186.9090909090909,124.0,60.0,184.0,149.0,61.18181818181818,210.1818181818182,24.36363584345037,86.11818140203303,24.872726787220348,58.49090853604403,24.3545448996804,61.92727279663086,,37.74431818181818,22.6875,6.55236138015337,1755.8166449977994,24.74409090909091,1.0
1533960000,11-08-18 12:00,126.63636363636364,35.36363636363637,162.0,155.0909090909091,60.54545454545455,215.63636363636363,156.0,66.9090909090909,222.9090909090909,152.63636363636363,63.36363636363637,216.0,139.36363636363637,51.81818181818182,191.1818181818182,127.63636363636364,59.63636363636363,187.27272727272728,152.1818181818182,61.0,213.1818181818182,23.399999965320934,90.31818181818181,23.418181852860883,62.763636502352625,23.390909021550957,65.34545482288708,,34.59090909090909,22.6875,6.507912751171619,1763.3988596967758,23.437272727272727,1.0
