unixtime,time,ppfdred1_2,ppfdblue1_2,ppfd1_2,ppfdred2_2,ppfdblue2_2,ppfd2_2,ppfdred3_2,ppfdblue3_2,ppfd3_2,ppfdred4_2,ppfdblue4_2,ppfd4_2,ppfdred5_2,ppfdblue5_2,ppfd5_2,ppfdred6_2,ppfdblue6_2,ppfd6_2,ppfdred7_2,ppfdblue7_2,ppfd7_2,temp_1_2,humd_1_2,temp_2_2,humd_2_2,temp_3_2,humd_3_2,tmp1_2,tmp2_2,tmp3_2,oxy_con_2,co2_con_2
1533456000,05-08-18 16:00,113.81818181818181,41.0,154.8181818181818,121.54545454545455,34.09090909090909,155.63636363636363,127.18181818181819,56.54545454545455,183.72727272727272,117.27272727272727,37.18181818181818,154.45454545454547,113.27272727272727,43.81818181818182,157.0909090909091,114.81818181818181,39.09090909090909,153.9090909090909,132.36363636363637,46.36363636363637,178.72727272727272,24.490909056230024,99.9000015258789,20.899999618530273,83.80000305175781,25.127273212779652,65.53636308149858,32.71022727272727,32.73295454545455,30.261363636363637,18.415454545454544,698.9527272727274
1533470400,05-08-18 20:00,113.45454545454545,41.0,154.45454545454547,121.36363636363636,34.45454545454545,155.8181818181818,126.45454545454545,56.45454545454545,182.9090909090909,116.18181818181819,37.63636363636363,153.8181818181818,112.54545454545455,44.27272727272727,156.8181818181818,114.0,39.63636363636363,153.63636363636363,131.0909090909091,46.45454545454545,177.54545454545453,24.60000038146973,99.9000015258789,20.899999618530273,83.80000305175781,25.3545448996804,65.06363608620383,32.85795454545455,32.92045454545455,30.414772727272727,18.525454545454544,729.0890909090908
1533484800,06-08-18 00:00,113.81818181818181,40.90909090909091,154.72727272727272,121.72727272727273,34.0,155.72727272727272,126.81818181818181,56.09090909090909,182.9090909090909,116.9090909090909,37.18181818181818,154.0909090909091,112.54545454545455,43.81818181818182,156.36363636363637,114.18181818181819,39.09090909090909,153.27272727272728,132.0,46.27272727272727,178.27272727272728,24.190909298983488,99.9000015258789,20.899999618530273,83.80000305175781,24.53636360168457,67.60000055486506,32.55113636363637,32.75568181818182,30.09090909090909,18.611818181818183,754.989090909091
1533499200,06-08-18 04:00,113.72727272727273,41.0,154.72727272727272,121.18181818181819,34.0,155.1818181818182,126.18181818181819,56.09090909090909,182.27272727272728,116.54545454545455,37.09090909090909,153.63636363636363,112.81818181818181,43.90909090909091,156.72727272727272,113.81818181818181,39.09090909090909,152.9090909090909,131.54545454545453,46.36363636363637,177.9090909090909,24.600000381469727,99.9000015258789,20.899999618530273,83.80000305175781,25.3545448996804,64.93636460737748,32.78977272727273,32.86363636363637,30.272727272727273,18.490909090909085,750.1136363636364
1533513600,06-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.230000305175782,99.9000015258789,20.899999618530273,83.80000305175781,24.100000381469727,63.38999977111816,23.5,23.6,23.1875,18.186000000000003,865.2139999999999
1533528000,06-08-18 12:00,115.7,40.0,155.7,123.5,32.4,155.9,129.0,54.9,183.9,118.8,36.3,155.1,114.8,42.7,157.5,116.1,38.1,154.2,133.4,45.3,178.7,23.489999961853027,99.9000015258789,20.899999618530273,83.80000305175781,23.950000381469728,70.1,29.5,29.55625,27.7,18.573,841.49
1533542400,06-08-18 16:00,113.18181818181819,41.54545454545455,154.72727272727272,120.27272727272727,34.81818181818182,155.0909090909091,125.81818181818181,56.36363636363637,182.1818181818182,116.0909090909091,37.72727272727273,153.8181818181818,111.81818181818181,44.45454545454545,156.27272727272728,113.27272727272727,40.18181818181818,153.45454545454547,131.0,46.72727272727273,177.72727272727272,24.800000277432527,99.9000015258789,20.899999618530273,83.80000305175781,25.800000277432527,66.02727300470525,32.85227272727273,33.03409090909091,30.829545454545453,18.46181818181818,1025.26
1533556800,06-08-18 20:00,112.63636363636364,41.0,153.63636363636363,120.27272727272727,34.09090909090909,154.36363636363637,125.9090909090909,56.27272727272727,182.1818181818182,116.36363636363636,37.27272727272727,153.63636363636363,112.0,43.90909090909091,155.9090909090909,112.81818181818181,39.45454545454545,152.27272727272728,130.1818181818182,46.81818181818182,177.0,25.10000038146973,99.9000015258789,20.899999618530273,83.80000305175781,26.181818702004172,64.53636308149858,33.61363636363637,33.63068181818182,31.255681818181817,18.55909090909091,783.2754545454544
1533571200,07-08-18 00:00,112.8,41.0,153.8,120.4,34.0,154.4,125.5,56.1,181.6,115.8,37.2,153.0,111.7,43.7,155.4,112.9,39.0,151.9,130.1,46.7,176.8,24.630000495910643,99.9000015258789,20.899999618530273,83.80000305175781,25.139999771118163,67.16999969482421,33.35,33.4125,31.0,18.509999999999998,718.017
1533585600,07-08-18 04:00,112.81818181818181,41.0,153.8181818181818,120.27272727272727,34.09090909090909,154.36363636363637,126.0909090909091,56.54545454545455,182.63636363636363,115.54545454545455,37.27272727272727,152.8181818181818,111.54545454545455,43.72727272727273,155.27272727272728,113.0909090909091,39.0,152.0909090909091,129.8181818181818,46.90909090909091,176.72727272727272,24.818181124600496,99.9000015258789,20.899999618530273,83.80000305175781,25.83636301214045,64.5363637750799,33.125,33.10227272727273,30.482954545454547,18.48272727272727,699.819090909091
