panel1areaK
9.352678571
10.34502551
9.431760204
10.20280612
10.66071429
11.33418367
11.35140306
11.32270408
11.33737245
12.30165816
13.17665816
13.40242347
14.07206633
14.96364796
16.45982143
17.55102041
18.32908163
18.93303571
19.99553571
20.77869898
21.21492347
22.50063776
22.40688776
23.97640306
24.3877551
25.16454082
39.15433673
46.09183673
44.37244898
45.92984694
46.73469388
48.0440051
40.68877551
46.32142857
50.98278061
52.6932398
54.65625
56.79209184
72.16262755
60.57780612
63.53762755
67.47257653
69.65178571
72.9502551
73.92538265
80.67729592
87.06441327
92.07079082
96.73214286
78.5994898
99.46683673
108.7442602
115.7168367
120.1269133
124.7110969
130.5784439
130.5816327
142.526148
146.0204082
150.161352
157.7193878
164.0057398
164.1543367
191.2015306
192.346301
174.9674745
199.1670918
209.9987245
216.9630102
221.9081633
207.4432398
229.8284439
233.161352
238.5982143
277.2512755
277.9897959
356.8985969
376.3431122
378.3954082
380.5153061
463.3596939
460.151148
453.8686224
449.9764031
450.3093112
446.9955357
444.8105867
443.1479592
439.5695153
438.3105867
441.3565051
445.1524235
435.1473214
436.4190051
411.934949
410.8367347
416.9049745
415.5350765
412.0625
412.0216837
411.1568878
412.4272959
406.5197704
406.4980867
405.7091837
406.434949
406.2461735
405.4706633
404.1517857
402.6192602
399
398.7563776
404.4598214
405.4808673
402.6626276
405.5082908
402.4929847
401.1728316
408.1964286
408.4821429
