panel1area_1st
38.42
39.92
39.92
39.92
39.92
39.92
39.92
39.92
39.92
39.92
39.92
39.92
39.92
39.8
39.95
40.05
40.19
40.46
40.3
40.55
40.87
40.93
40.93
40.94
41.06
42.08
42.08
42.08
42.08
42.08
42.08
42.08
42.08
42.08
42.08
42.08
42.08
42.1
42.14
42.24
42.42
42.49
42.76
43.02
43.22
43.24
43.43
43.62
43.77
45.26
45.26
45.26
45.26
45.26
45.26
45.26
45.26
45.26
45.26
45.26
45.26
45.41
45.58
45.71
45.66
45.74
45.87
46.25
46.53
46.77
47.27
47.62
47.57
61.43
61.43
61.43
61.43
61.43
61.43
61.43
61.43
61.43
61.43
61.43
49.77
49.91
49.9
50.07
50.28
50.35
50.83
51.13
51.15
51.62
52.23
52.39
53.46
55.55
55.55
55.55
55.55
55.55
55.55
55.55
55.55
55.55
55.55
55.55
55.55
55.63
55.17
55.7
55.56
55.95
56.56
56.9
57.02
57.38
57.6
58.19
58.92
61.44
61.44
61.44
61.44
61.44
61.44
61.44
61.44
61.44
61.44
61.44
61.44
61.09
61.11
61.3
61.51
62.0
62.49
62.61
63.71
64.18
64.71
65.29
65.69
90.0
90.0
90.0
90.0
90.0
90.0
90.0
90.0
90.0
88.8
69.1
69.1
68.42
67.87
68.86
69.47
70.37
70.63
71.16
71.36
71.68
72.15
73.44
74.26
78.25
78.25
78.25
78.25
78.25
78.25
78.25
78.25
78.25
78.25
78.25
78.25
76.84
77.13
76.86
78.01
78.58
79.44
80.1
80.89
81.66
82.27
82.84
83.22
131.62
131.62
131.62
131.62
131.62
131.62
131.62
131.62
131.62
105.6
114.25
88.56
88.17
87.29
87.98
89.17
88.98
89.71
90.49
91.45
91.85
93.22
94.27
95.21
133.58
168.85
169.52
172.59
171.33
178.26
171.48
171.48
176.68
172.92
104.03
104.03
103.66
103.8
103.8
114.61
107.38
106.67
107.77
109.55
110.12
110.84
112.43
117.93
117.93
117.93
117.93
117.93
117.93
117.93
117.93
117.93
117.93
128.61
129.55
129.55
131.57
131.28
132.16
132.86
131.81
132.52
134.15
132.72
135.04
136.7
138.31
139.7
165.39
165.39
165.39
165.39
165.8
165.8
166.69
166.69
166.69
166.69
166.69
167.67
167.74
165.94
166.47
179.56
181.83
183.71
181.88
191.75
196.43
185.46
185.29
176.73
232.96
240.79
240.79
240.79
240.79
240.79
240.79
240.79
240.79
242.15
242.15
242.15
292.62
282.71
294.65
281.9
279.4
272.94
297.28
275.68
297.04
297.73
297.0
296.99
274.07
273.9
273.46
273.46
273.15
272.96
272.69
272.69
272.54
272.27
290.41
290.41
290.2
292.61
293.62
294.52
285.95
286.94
286.08
286.51
286.41
287.69
286.38
283.09
280.2
280.2
280.2
280.2
280.2
281.84
281.84
281.84
281.84
281.84
281.84
282.19
280.52
279.5
280.21
280.2
283.99
280.77
279.95
279.99
278.9
280.4
277.95
281.1
281.04
281.04
280.92
280.92
280.72
280.72
280.72
280.53
280.53
280.53
280.53
280.36
280.57
279.62
279.36
280.14
279.87
280.36
279.79
283.26
280.12
280.08
280.19
280.16
282.67
282.17
282.17
282.17
281.75
281.75
281.75
281.51
281.51
281.36
281.36
281.2
280.26
281.26
280.98
281.3
281.44
281.7
281.53
281.75
281.83
282.14
282.25
282.63
285.1
285.1
285.1
285.1
284.81
284.81
284.81
284.69
284.69
284.69
284.41
284.27
284.19
296.63
295.77
295.24
295.4
295.28
295.12
294.75
294.93
294.94
294.52
294.08
294.46
294.46
294.02
294.02
294.02
294.02
293.49
293.49
293.49
293.23
293.23
293.23
292.22
291.52
291.4
291.44
291.07
290.9
290.69
290.78
291.11
291.02
291.22
