panel3areaK
8.71109693877551
12.737882653061224
15.417091836734693
19.573979591836736
23.98533163265306
39.119260204081634
47.599489795918366
67.33354591836735
83.5452806122449
107.07206632653062
152.44132653061226
188.5733418367347
243.58801020408163
327.0363520408163
402.30102040816325
450.4948979591837
419.8329081632653
415.35522959183675
411.4764030612245
412.0688775510204
