unixtime,time,ppfdred1,ppfdblue1,ppfd1,ppfdred2,ppfdblue2,ppfd2,ppfdred3,ppfdblue3,ppfd3,ppfdred4,ppfdblue4,ppfd4,ppfdred5,ppfdblue5,ppfd5,ppfdred6,ppfdblue6,ppfd6,ppfdred7,ppfdblue7,ppfd7,temp_1,humd_1,temp_2,humd_2,temp_3,humd_3,tmp1,tmp2,tmp3,flowrate,temp_a,humd_a
1533139200,02-08-18 00:00,141.0,5.0,146.0,152.08333333333334,4.916666666666667,157.0,109.0,40.0,149.0,175.33333333333334,15.666666666666666,191.0,157.75,20.083333333333332,177.83333333333334,161.0,0.0,161.0,166.5,18.166666666666668,184.66666666666666,25.583333333333332,60.00833320617676,25.10000038146973,60.00833288828532,25.5,60.88333320617676,30.171875,30.682291666666668,31.489583333333332,0.2891666666666666,23.399999618530273,63.833333333333336
1533142800,02-08-18 01:00,140.91666666666666,5.0,145.91666666666666,152.41666666666666,5.0,157.41666666666666,109.0,40.0,149.0,175.25,15.583333333333334,190.83333333333334,157.75,20.083333333333332,177.83333333333334,161.5,0.0,161.5,167.08333333333334,18.166666666666668,185.25,25.408332983652752,60.45000012715658,25.091667016347255,60.11666679382324,25.29999923706055,61.383334159851074,29.963541666666668,30.5,31.354166666666668,0.24916666666666665,23.35833279291789,63.858333905537926
1533146400,02-08-18 02:00,141.0,5.0,146.0,152.41666666666666,4.833333333333333,157.25,109.0,40.0,149.0,175.41666666666666,15.916666666666666,191.33333333333334,157.75,20.166666666666668,177.91666666666666,161.41666666666666,0.0,161.41666666666666,164.25,19.166666666666668,183.41666666666666,25.374999523162842,60.46666685740153,25.091667016347248,60.00833384195963,25.29999923706055,61.32500012715658,29.911458333333332,30.458333333333332,31.286458333333332,0.245,23.29999923706055,63.875000953674316
1533150000,02-08-18 03:00,141.0,5.0,146.0,152.16666666666666,4.833333333333333,157.0,109.0,40.0,149.0,175.25,15.666666666666666,190.91666666666666,157.5,20.333333333333332,177.83333333333334,160.66666666666666,0.0,160.66666666666666,166.25,18.916666666666668,185.16666666666666,25.399999618530273,60.43333371480306,25.10000038146973,59.99999968210856,25.29999923706055,61.25833384195963,29.90625,30.411458333333332,31.28125,0.2625,23.29999923706055,63.96666717529297
1533153600,02-08-18 04:00,141.0,5.181818181818182,146.1818181818182,152.0909090909091,5.090909090909091,157.1818181818182,109.0,40.0,149.0,175.1818181818182,15.363636363636363,190.54545454545453,157.45454545454547,20.0,177.45454545454547,161.36363636363637,0.0,161.36363636363637,165.9090909090909,18.636363636363637,184.54545454545453,25.390908674760297,60.46363657171076,25.09090943769975,59.8909086747603,25.29999923706055,61.24545461481268,29.84090909090909,30.397727272727273,31.25,0.28272727272727277,23.29999923706055,64.07272616299716
1533157200,02-08-18 05:00,141.0,5.0,146.0,151.75,5.083333333333333,156.83333333333334,109.0,40.0,149.0,174.91666666666666,15.833333333333334,190.75,158.08333333333334,19.916666666666668,178.0,162.0,0.0,162.0,166.66666666666666,18.666666666666668,185.33333333333334,25.399999618530273,60.541666666666664,25.10000038146973,59.94166692097982,25.29999923706055,61.20833365122477,29.890625,30.416666666666668,31.265625,0.2525,23.29999923706055,64.14999771118164
1533160800,02-08-18 06:00,0.0,0.0,0.0,0.0,0.0,0.0,109.0,40.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.333333333333332,63.916666984558105,23.991666793823242,63.10000038146973,24.1833332379659,64.82500044504802,24.46875,24.791666666666668,24.822916666666668,0.2925,23.049999872843426,64.65833218892415
1533164400,02-08-18 07:00,0.0,0.0,0.0,0.0,0.0,0.0,109.0,40.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.374999682108562,67.33333396911621,23.258333524068195,65.48333358764648,23.25000015894572,68.51666641235352,22.427083333333332,22.645833333333332,22.442708333333332,0.2725,22.600000381469727,66.10833358764648
1533168000,02-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,109.0,40.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.125000476837158,68.33333333333333,23.075000286102295,66.49166679382324,23.02500009536743,69.58333269755046,22.203125,22.416666666666668,22.213541666666668,0.24999999999999997,22.424999713897705,66.52499961853027
1533171600,02-08-18 09:00,0.25,0.5,0.75,0.0,0.5,0.5,109.0,40.0,149.0,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.5833333333333334,0.8333333333333334,0.25,0.25,0.5,23.016666730244953,69.43333371480306,22.858332951863606,67.54166730244954,22.81666660308838,70.82500012715657,21.989583333333332,22.203125,22.020833333333332,0.2608333333333333,22.333332856496174,67.375
1533175200,02-08-18 10:00,0.5833333333333334,1.1666666666666667,1.75,0.0,1.1666666666666667,1.1666666666666667,109.0,40.0,149.0,0.5833333333333334,0.5833333333333334,1.1666666666666667,0.5833333333333334,1.0,1.5833333333333333,0.5833333333333334,1.75,2.3333333333333335,0.5833333333333334,0.9166666666666666,1.5,22.99166663487752,72.54166603088379,22.79166603088379,70.8333346048991,22.791666348775227,74.36666552225749,22.109375,22.328125,22.145833333333332,0.2591666666666667,22.399999777475994,70.0999984741211
