panel3area
9.86
11.7
11.74
11.86
11.74
11.62
11.81
11.96
11.68
11.94
11.34
10.27
13.69
13.69
14.21
13.46
13.46
13.01
13.19
13.19
12.89
11.84
11.13
11.5
11.77
11.77
11.77
11.77
11.77
11.77
11.77
11.77
11.77
11.77
11.77
12.68
13.64
14.98
15.18
15.05
15.21
15.03
14.44
14.44
14.76
14.76
13.6
14.07
15.42
16.92
17.25
17.11
17.11
16.96
17.09
17.09
17.17
16.94
16.2
16.62
18.18
19.25
19.49
18.69
18.75
18.95
18.84
19.51
19.51
18.94
18.69
19.51
20.04
20.64
20.98
21.46
21.73
22.07
22.2
22.2
21.68
22.4
21.59
21.82
22.32
23.46
23.24
23.24
23.24
23.75
23.65
23.36
23.36
23.84
23.43
23.96
24.22
24.85
25.03
24.83
25.22
25.6
25.68
25.56
26.19
26.19
26.69
26.69
26.93
27.31
27.31
27.27
27.37
27.37
27.37
27.76
28.0
28.0
28.61
29.24
29.24
29.35
29.57
29.75
30.11
30.48
31.51
31.51
31.68
32.0
32.4
32.86
32.86
33.39
33.89
34.19
34.38
34.53
35.04
35.57
36.0
36.0
36.23
36.58
36.82
37.76
38.3
38.55
39.31
39.75
40.63
41.33
41.33
41.12
41.51
42.49
42.97
43.21
44.7
45.48
46.67
46.67
47.03
47.48
47.29
47.68
48.34
48.67
50.68
50.68
50.93
51.86
51.86
52.82
53.65
54.18
54.92
55.58
55.59
56.18
57.19
57.87
58.55
58.55
59.07
59.49
60.23
60.66
61.5
62.09
62.31
62.31
62.75
64.28
64.43
65.29
66.23
67.22
68.26
69.11
70.38
70.38
70.66
71.28
72.15
73.06
74.64
75.53
75.84
77.31
77.84
77.84
78.23
78.7
78.7
78.77
79.18
81.5
82.99
83.93
85.56
87.31
90.6
90.6
94.91
94.1
92.97
93.81
94.61
100.96
102.95
102.95
102.95
104.03
104.63
107.57
107.57
107.7
106.53
106.99
108.97
112.61
113.99
115.67
116.56
117.85
119.55
119.55
121.32
122.91
136.51
137.73
136.01
137.87
138.68
139.07
140.01
140.61
141.25
144.12
145.02
143.66
144.86
145.62
147.22
147.62
147.82
148.91
150.48
150.9
151.31
152.35
153.1
153.95
155.11
156.24
156.12
158.57
158.86
159.05
159.18
159.41
159.9
160.13
160.93
162.57
162.78
163.24
163.36
164.25
189.76
168.85
170.19
171.17
174.63
176.98
176.97
176.79
182.42
183.09
182.24
184.55
187.32
188.44
188.59
188.35
193.87
193.87
243.4
244.82
249.09
249.9
246.75
251.57
251.28
296.41
297.66
298.42
298.81
300.61
299.83
305.96
305.96
308.78
304.27
303.75
304.37
303.9
301.08
296.96
303.79
302.05
301.15
301.15
302.49
307.64
301.13
306.49
300.74
300.74
302.4
319.14
319.66
322.17
322.17
346.42
342.01
312.42
308.02
367.56
383.73
383.9
383.9
384.19
382.86
383.09
381.82
382.6
382.6
382.51
384.27
383.47
382.46
381.36
381.16
379.51
374.91
370.81
374.33
374.35
371.0
372.31
368.73
367.48
372.8
372.8
371.74
372.1
371.94
371.69
371.05
370.6
371.14
371.14
369.63
369.88
369.15
371.73
369.29
369.6
367.83
367.83
368.38
367.44
362.51
363.48
366.75
365.46
366.66
366.12
366.02
366.02
365.58
364.16
362.65
362.65
361.17
361.17
361.17
360.04
358.4
358.4
358.4
358.4
357.78
355.78
356.46
355.28
350.04
347.5
354.2
353.65
353.65
352.2
351.68
351.79
350.34
348.75
348.28
346.83
344.68
342.84
345.9
348.15
346.3
345.81
343.78
343.21
343.21
342.06
342.06
340.94
334.25
335.12
339.29
339.48
338.52
338.2
337.02
337.02
336.68
336.68
335.99
335.1
329.64
331.44
333.65
333.79
332.58
331.53
330.86
331.72
330.25
330.12
331.79
326.27
324.27
324.27
324.28
329.25
329.25
328.64
326.58
326.58
327.67
326.01
325.6
324.8
319.82
319.09
