panel2area
10.76
11.07
10.81
10.98
11.4
11.16
11.28
10.23
10.53
11.03
12.53
11.3
11.31
12.27
12.07
12.42
12.13
11.92
12.14
12.32
12.12
11.94
12.15
12.4
12.17
12.17
12.66
12.69
12.65
12.62
12.7
12.52
12.65
13.01
13.26
13.3
12.35
13.49
13.17
13.63
13.63
13.6
13.64
14.17
13.98
13.56
13.69
13.72
14.24
14.25
14.86
14.61
14.79
14.97
15.25
14.13
14.39
14.64
14.79
15.01
15.18
16.37
16.67
16.95
17.04
17.21
17.24
17.36
17.22
17.03
17.12
17.21
17.78
17.85
18.0
18.46
18.44
18.65
18.81
16.59
17.35
17.72
18.1
18.27
18.18
19.94
20.08
20.1
20.16
20.38
20.59
20.67
20.78
20.42
20.2
20.6
21.32
21.41
21.4
21.52
21.72
22.03
21.91
20.78
21.06
21.46
22.07
22.7
22.58
25.12
26.04
26.41
26.32
27.21
26.98
27.34
27.42
27.19
27.31
27.46
28.24
27.93
29.09
29.37
29.58
29.31
29.44
28.69
29.22
28.41
28.65
29.18
30.64
32.3
32.38
33.04
33.24
33.05
33.8
33.88
34.53
33.52
34.79
34.7
34.79
35.51
35.87
36.66
37.19
37.65
38.02
36.02
36.29
37.14
37.85
37.86
38.48
40.51
40.65
40.88
40.77
41.48
41.46
42.01
42.25
42.68
44.13
44.6
44.46
45.91
46.84
47.59
46.86
48.02
49.38
48.48
50.11
51.39
52.01
52.79
53.55
53.92
54.05
54.02
54.77
55.02
55.47
55.01
55.36
56.55
56.3
58.01
58.36
59.2
60.27
60.81
61.25
62.14
62.56
62.33
62.58
64.28
65.26
66.13
66.78
67.95
69.04
68.71
68.68
70.61
71.21
71.49
71.86
72.31
72.57
73.53
73.39
74.32
76.01
78.72
78.56
77.72
77.56
79.25
82.01
81.6
84.28
85.07
86.07
84.83
85.32
85.22
83.23
83.92
83.73
85.04
86.22
84.66
85.27
87.1
86.98
87.62
91.4
88.95
92.89
101.22
99.33
101.02
104.08
103.33
107.11
107.31
108.22
112.99
111.51
113.11
114.58
117.49
119.77
115.48
118.07
118.8
119.42
116.67
117.23
118.69
123.06
121.7
123.47
124.04
125.86
129.74
129.49
132.02
133.87
136.1
136.74
136.0
137.24
137.42
158.32
157.96
157.46
157.75
159.31
161.19
162.99
157.96
162.42
164.66
167.08
167.56
166.86
168.8
169.88
171.85
172.1
173.29
171.91
172.3
176.53
175.86
176.75
180.02
179.0
179.55
180.71
179.53
182.38
181.5
182.34
181.44
184.0
183.97
184.48
184.34
187.81
171.55
171.55
171.55
171.55
171.74
164.21
114.18
165.16
195.75
197.72
201.87
201.52
201.68
203.21
203.49
200.64
195.99
193.75
194.97
194.46
199.52
202.47
200.73
201.99
204.01
204.43
59.36
66.51
51.78
47.4
47.07
80.43
206.72
206.6
148.65
169.24
171.55
173.91
176.23
182.7
173.08
180.08
184.94
187.76
187.99
197.93
202.79
194.18
236.51
186.37
60.02
56.03
57.68
47.17
45.38
52.72
154.03
194.3
206.16
258.46
289.66
261.11
256.97
252.65
205.24
204.58
259.24
242.5
211.39
217.65
218.28
235.03
212.71
210.47
74.0
69.45
63.16
64.06
56.78
47.81
227.81
229.86
261.01
232.04
227.98
222.86
227.22
237.26
197.94
197.94
197.94
197.94
197.94
197.94
197.94
197.94
197.94
197.94
54.75
56.14
56.08
44.51
41.46
49.77
203.01
202.89
210.94
203.39
196.89
202.18
204.35
200.43
196.7
207.29
208.1
207.55
203.8
202.2
207.94
226.27
229.81
227.46
89.54
93.62
94.08
88.72
83.52
88.5
237.01
239.77
252.42
238.84
239.25
238.7
253.53
239.12
260.6
263.29
270.29
266.17
261.89
236.51
261.83
260.89
262.56
260.64
132.91
124.81
149.2
130.26
23.12
106.57
272.28
275.5
265.97
265.59
269.91
271.83
266.73
270.09
263.88
268.23
263.27
